	post	class	original_id
163	@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow . Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .	0	1245123593970778119
164	@Instablocked @CC03223046 @fat_lenin @Telescopemt @jenningsrall @Reuters I didn’t call you racist,dude. I called the another prick here who was calling saying that Spanish flu is Spanish because of its name and he was calling the SARS-CoV-2 the “Wuhan Virus” and being racist towards the Chinese. Looks like he deleted his account though,lmao.	1	1245714357134209025
165	Yes am in 100% support	0	1244043308780961794
166	I’m drinking every time he says Chinese virus. #RacismIsAVirus	1	1240310470650859520
167	"@CBerthelot227 @KyungLahCNN @NBCNews lol shit you are actually retarded I though you were just joking. if it was a general reference the article would be referring to global death toll, but the article was about China's death toll, hence ""China's coronavirus death toll"" climbs. Stay in school. https://t.co/Rwqs5WC9UO"	0	1237453728925523969
168	"China's @SpokespersonCHN Hua Chunying retorts ""come to China to experience our freedom""...we did, and got kicked ou… https://t.co/RAhnmPUkUN"	0	1248624906540969984
169	@unblesser you stfu asian chink	2	1245935599711916032
170	"No country is immune ""Fatal mistake"" for countries to assume they won't get coronavirus: @DrTedros https://t.co/l8G0RcRq6Q"	0	1233760735341228035
171	Happening Now: this woman has been walking around Chinatown yelling “Coronavirus” &amp; cursing at Asians.   The United Peace Corps neighborhood watch group notified @SFPD &amp; faith leaders— now on their way to diffuse situation &amp; get her help. 👏🏾 KUDOS 👏🏾   #hateisavirus #COVID__19 https://t.co/kctvBEBLHs	1	1249113932125450240
172	#WashTheHate Aims to Uplift the Asian Community and Combat Racism During Coronavirus Pandemic https://t.co/V3FXgsgple via @people	1	1243883434461847552
173	I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 02 #FBR	0	1230315181596647424
174	@XHNews Beautiful Testimony to the Dynamic Unified Compassionate Society that China is today. Selfish Uncaring Amer… https://t.co/hGVlUksQ7B	0	1228494958564446210
175	Please note that in 2015, an estimated 200 people died of natural causes - such as flu - on cruise ships. Any death is sad, but it seems to me that this whole virus scare has as much to do with social experimentation/control as anything else. Now, where did I put me tinfoil hat?	0	1230345214977462273
176	It's still unclear WHERE these coronavirus patients are coming from. But we know they'll be quarantined in a specialized isolation unit at Sacred Heart - one of only 10 in the country. @KREM2	0	1230306006627803136
177	Media in TV and Internet has make me feel bad too. I start coughing because i was really scared so it results a vomit. I fucking hate because i thought i might get a coronavirus which it was really bad but no! Coronavirus in china is almost gone. Most of the people get recovered.	0	1238055528850481152
178	#COVID19 fears should not be exploited to attack &amp; exclude minorities – @fernanddev says scapegoating minorities is leading to an alarming rise in verbal &amp; physical abuses against Chinese &amp; other #minorities.  Learn more: https://t.co/LXIaUYZcsg  #IAmNotAVirus #FightRacism https://t.co/kUNG9ectJv	1	1244646890555269120
179	Oh sweet Zombie Jesus shit is about to hit the fan. #coronavirus #COVID19 #WuhanCoronavirus #ChinaVirus #China #America #AmericaFirst #Americans #prepper #BioWeapon #BreakingNews #News #LosAngeles #California	0	1230322884662321152
180	Travel restrictions put on China is protecting America from massive exposure to the Coronavirus. Fundamental approach to protecting Americans!!. Exact same protection required at our Border immediately. Stop human trafficking, disease, gangs and illegal migration. Protect America	0	1232871678033592320
181	The big question... Why @UN members failed to collectively act against #China even we all know the misery caused by #CCPVirus #CoronavirusOutbreak #ChineseViruses. Who is not aware about #CCP sponsored atrocities in #EastTurkistan Tibet #HongKong?	1	1247595754035740672
182	BRO this is how the fucking common cold works, this is not scary.	0	1230361379749498880
183	Wow, great seeing Senator Kennedy of Louisiana going at the trump head of Homeland security because he can't answer basic questions about the Coronavirus outbreak. Could this finally be a chink in the trump armor? I hope no one has to die to wake these Repugs up.	0	1232880236695576577
184	Inside South Korea's epicenter of the coronavirus outbreak - CNN https://t.co/diAGnmVgjf https://t.co/VHMlSUf7c2	0	1233982307888852994
185	#WashTheHate Asian -Americans use social media to mobilize against attacks. https://t.co/b7U7jWYc9G	1	1246580748884348930
186	"Folks need to support and follow @becool2asians a ""grassroots non-profit campaign working to provide factual, positive counter-messaging to anti-Asian hate around COVID-19 and mobilizing to help those in need."""	1	1246104268739764224
187	NOBODY IS LESS RACIST THAN ME...YOUR FUHRER Trump defends using name 'Chinese virus' - 'It's not racist, it comes f… https://t.co/rflA4XjzMS	1	1240336201023918081
188	This week by popular request we discuss how the Coronavirus has impacted everyday life in Japan and ask whether you should be concerned if you plan to visit the country in the coming months. Definitely worth a listen if you're planning a trip in 2020. ► https://t.co/X35tuGPw0M https://t.co/TRId80BNtT	0	1230495052037869568
189	@AOC So the Wuhan Virus is racist ? Or maybe are you disappoint that not enough white people are dying ? Once again a stupid statement from you...	0	1246105789686853632
190	@realDonaldTrump If you care so much about the Asian American people, stop calling it the Chinese virus.	0	1242418266708066305
191	@JenniferHYChan #CCP_is_terrorist , cannot be trust ever!  #ChinaCoronaVirus  #WuhanPneumonia  #WuhanCoronavirus https://t.co/8ODFPP1BRL	0	1228740853339914242
192	Like @andrewyang, we at ⁦@abc7newsbayarea⁩ are deeply concerned by the racial aggression vs. #AsianAmericans in the wake of #COVID19. Join me for the ABC7 virtual town hall Thursday 4pm to find solutions, together. 💪https://t.co/H1SDamTjCy #YangGang #WashTheHate #AAPI https://t.co/HHlryZIrFR	1	1245598570822000642
193	#COVID19 so this all started cuz some chinks want bat soup 🤡🤡🤡	2	1233929223057952768
194	"""The heightened racism experienced by Asian communities is surprising to many people because beliefs in racial progress are widespread in American society."" @YaleSOM's @mwkraus and @EuniceHEun https://t.co/wUW45bCyp5 #COVID19 #RacismIsAVirus #StrongerTogether #AsianAmericans"	1	1243598871869231105
195	Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears https://t.co/tCUdY4Z1jT	1	1241381929070596100
196	Absolute joke of a man. Cut their salaries off. WuhanVirus is the enemy. Get your head out of your ASS!	0	1245468563571343361
197	https://t.co/5vavsTWSaF Confront the #WuhanCoronavirus , we are all the same! Best wishes for good health to @tomhanks , and I hope everyone can wearing face masks, washing hands fm time to time, avoid to be in crowd and stop gathering! #COVID19 #ChinaVirus	0	1237929238063230976
198	What are five things you need to know about novel (new) #coronavirus? Watch as @DrNancyM_CDC answers important questions in this video. Stay updated with the latest information on #COVID19 at https://t.co/inSgagrDeE. https://t.co/Wp2XJ9Vwmz	0	1230296919857139714
199	to everyone bashing trump rn over #hoax look idiots yall are already trying to lose their minds The last thing we need is the public panicking when they hear the actual severity of the covid-19 outbreak, the media is lying china is lying and the true scale is fucking scary  1/2	0	1233664346544201730
200	If the 1975 tour is affected by coronavirus I will infect myself just so I can die	0	1237209995764252672
201	@StephenKing Many Asian friends have been the victims of racism because of that. #WashTheHate	1	1240782564316442624
202	Got on the Victoria Line today to seven sisters and some chinese cunt coughed on me. Decked the cunt in his throat but now im worried that i’m gonna get the bat virus ffs	2	1245905863812005889
203	@rachelliang8 @JasonWander2 @8BitSuckerPunch @ZainAliiiiii @MFA_China Stop dumping blame on other countries like Italy, US, Spain ,&amp; Japan. U R so proud 2 B a Chinese who genocided 60 million of your own people, aborted girls leaving your men w/o wives, enslaved Weegurs, Tibetans, Mongols, &amp; countless others you fascist sick c*nt. You chink CCP bot	2	1245254282301095936
204	A racist stabbed an Asian American family -- including a 2 year old and 6 year old -- because he thought they were Chinese and therefore guilty of spreading #COVID19  . . . . stabbed a 2 year old &amp; 6 year old   #IamNotAVirus   https://t.co/Rz5OdNd9pY	1	1244667828533411842
205	“We want to make sure that racism isn’t a contagion like any virus, that it doesn’t spread with the same speed and ferocity as the coronavirus.” - Manjusha Kulkarni of Asian Pacific Policy and Planning Council   #StopAAPIHate  https://t.co/Wlfn8xomVs	1	1245404133865058304
206	Chinese haven't been able to control the coronavirus epidemy, which is tragic not only in their country but worldwide: the virus is spreading to #SouthKorea and other Asian countries. And even worse, some patients who think they've fully recovered could still be infected and die.	0	1230870598697484289
207	@Nigel_Farage You've just castrated the UK.  It will be nothing but bullied now by the US, EU and China...	0	1222737496007532545
208	"We were told by @Stanford Doctor buddy ours January 24 when asked about Wuhan Virus..  ""Prepare for the worst""  ...and we closed our ad agency on Monday - February 17 and sent everyone home.    China covered this whole Damn thing up and the Fascists in Beijing are Pure Damn Evil! https://t.co/XRpVYXrBDQ"	2	1246160110327451648
209	@PMOIndia @AmitShah @PTI_News @RSSorg  Chinese muslim has arrived India to spread corona virus.Indian muslim joined these chinese muslim at all masjid and want to spread corona .	0	1245179645294600195
210	CCTV is an evil media of fucking CCP, and keep cctving innocent Chinese people.	0	1230399085871394816
211	@sillysamomo @_SJPeace_ China and the rest of the world are fighting faighting against the deadly #CoronaVirus while #Mumbai and Hindu are busy killing Innocent Muslims... what a tangle web we weave 😭😭	0	1233089172455542784
212	@LsUfanat FUCKING CHINK	2	1246252849752707072
213	Stay home and don't be racist against Asian folx when you go out. K thanks. #hateisavirus	1	1245115897641152512
214	@nianweiyang @Reuters It's the chinese virus not the American virus. What else does the chinese eat in addition to bats, pangolins, snakes, cats, dogs, shit, etc?  The world will fuck your country hard in the butt once the covid crisis is over.	2	1246506213115711488
215	@DrRJKavanagh Meanwhile- #AficanAmerican folks in #China being treated like trash  Moreover, I believe harvesting organs from LIVE #muslim prisoners is a slight #HumanRights violation  China needs 2 pay!  #ChinaLiedPeopleDied #Jesus  @LPNational @business #SundayThoughts #Easter #naacp https://t.co/96OOoEGJvG	0	1249333053597630469
216	"While out walking my dogs, a man yelled at me that ""my kind"" caused the pandemic and that I should ""get out and go back to China"" (I'm a US citizen). I reported it at the link below; please report anti-Asian #COVID19 incidents you witness.  https://t.co/ZQQrqwqYQz  #IAmNotAVirus"	1	1246932798323208192
